Unnamed: 0,SbjNum,Latitude,Longitude,Q21.Income.Food.O1,Q21.Income.SchoolFees.O2,Q21.Income.MedicalBills.O3,Q21.Income.Clothes.O4,Q21.Income.Energy.O5,Q21.Income.Other.O6,Q21.Income.Other.O6.Text,Q29.Income,Q33.CashCropSold,Q34.CashCropUsed,Q35.CashCropSavedForSeed,Q36.CashCropLost,Q38.CashCropEarnings,Q39.CashCropPx,Q40.CostOfProduction,Q41.AverageYear,Q42.ProductionHigherLower,Q56.ProportionCropsSold,Q57.ProportionCropsUsed,Q58.ProportionCropsSavedSeed,Q59.ProportionCropsLost,Q61.CropEarning,Q62.CropSalePx,Q63.ProductionCost,Q64.AverageYear,Q65.ProductionHigherLower,Q67.RearingLivestock,Q69.AmountEarnedCattle,Q70.NumberCattleSold,Q71.PxPerCattle,Q72.TotalEarningCattle,Q73.AmountEarnedGoats,Q74.NumberGoatsSold,Q75.PxPerGoat,Q76.TotalEarningGoats,Q77.AmountEarnedPigs,Q78.NumberPigsSold,Q79.PxPerPig,Q80.TotalEarningPigs,Q81.AmountEarnedChickens,Q82.NumberChickensSold,Q83.PxPerChicken,Q84.TotalEarningsChickens,Q85.RearOtherAnimal,Q86.OtherAnimalType,Q87.OtherAnimalPx,Q88.TotalEarningOtherAnimal,Q89.MainSourcesIncome.1st,Q89.MainSourcesIncome.2nd,Q89.MainSourcesIncome.3rd,Q89.MainSourcesIncome.4th,Q89.MainSourcesIncome.5th,Q89.MainSourcesIncome.TeaIncome,Q89.MainSourcesIncome.CoffeeIncome,Q89.MainSourcesIncome.BananaIncome,Q89.MainSourcesIncome.MaizeIncome,Q89.MainSourcesIncome.HydroponicsIncome,Q89.MainSourcesIncome.BeansIncome,Q89.MainSourcesIncome.LivestockIncome,Q89.MainSourcesIncome.BeekeepingIncome,Q89.MainSourcesIncome.TreeIncome,Q89.MainSourcesIncome.FishIncome,Q89.MainSourcesIncome.HandicraftIncome,Q89.MainSourcesIncome.KitchenGardenIncome,Q89.MainSourcesIncome.SalaryJobIncome,Q89.MainSourcesIncome.CasualLaborIncome,Q89.MainSourcesIncome.RemitIncome,Q89.MainSourcesIncome.GoatIncome,Q89.MainSourcesIncome.PigIncome,Q89.MainSourcesIncome.CattleIncome,Q89.MainSourcesIncome.ChickenIncome,Q89.MainSourcesIncome.Other,Q104.GoodAgPracticeAware.O1,Q104.GoodAgPracticeAware.O2,Q104.GoodAgPracticeAware.O3,Q104.GoodAgPracticeAware.O4,Q104.GoodAgPracticeAware.O5,Q104.GoodAgPracticeAware.O6,Q104.GoodAgPracticeAware.O7,Q104.GoodAgPracticeAware.O8,Q104.GoodAgPracticeAware.O9,Q104.GoodAgPracticeAware.O10,Q104.GoodAgPracticeAware.O11,Q104.GoodAgPracticeAware.O12,Q104.GoodAgPracticeAware.O13,Q104.GoodAgPracticeAware.O14.Text,Q105.GoodAgPracticeTrained.O1,Q105.GoodAgPracticeTrained.O2,Q105.GoodAgPracticeTrained.O3,Q105.GoodAgPracticeTrained.O4,Q105.GoodAgPracticeTrained.O5,Q105.GoodAgPracticeTrained.O6,Q105.GoodAgPracticeTrained.O7,Q105.GoodAgPracticeTrained.O8,Q105.GoodAgPracticeTrained.O9,Q105.GoodAgPracticeTrained.O10,Q105.GoodAgPracticeTrained.O11,Q105.GoodAgPracticeTrained.O12,Q105.GoodAgPracticeTrained.O13,Q105.GoodAgPracticeTrained.O14,Q105.GoodAgPracticeTrained.O15.Text,Q106.ActiviesPracticed.O1,Q106.ActiviesPracticed.O2,Q106.ActiviesPracticed.O3,Q106.ActiviesPracticed.O4,Q106.ActiviesPracticed.O5,Q106.ActiviesPracticed.O6,Q106.ActiviesPracticed.O7,Q106.ActiviesPracticed.O8,Q106.ActiviesPracticed.O9,Q106.ActiviesPracticed.O10,Q106.ActiviesPracticed.O11,Q106.ActiviesPracticed.O12,Q106.ActiviesPracticed.O13,Q106.ActiviesPracticed.O14.Text,Q108.ChangesInPractice,Q109.WhatChange,Q114.NewBusinessStarted,Q115.WhatNewBusiness,Q117.FromWhereLearned.O1,Q117.FromWhereLearned.O2,Q117.FromWhereLearned.O3,Q117.FromWhereLearned.O4,Q117.FromWhereLearned.O5,Q117.FromWhereLearned.O6,Q117.FromWhereLearned.O7.Text,Q118.CostStarting,Q119.DifferenceToIncome,Q120.HowContributeIncome,Q121.OverallIncomeChange,Q122.WhyIncomeChanged,Q21.Income.Other.O6.Text.Tags
30,23992078,-0.471237133,30.27732555,1,2,3,-2,-2,-2,,5,100,0,0,5,"600,000",2500,"20,000",1,1,1,2,1,2,"200,000",2000,"40,000",1,1,1,,,,,100000,1,100000,100000,,,,,,,,,2,-1,-1,-1,2,3,6,16,20,,2,1,,,3,,,,,,,,,,4,,,,cassava,1,3,7,8,11,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,4,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,"mulching,weeding,planying shade trees",2,,,,,,,,,,,,,,['livestock']
31,23992079,-0.470198189,30.27709416,1,2,3,4,5,-2,,5,100,0,0,5,"3,000,000",2300,"1,200,000",2,5,2,2,1,1,"1,500,000",5000,"600,000",1,1,1,"300,000",,,"200,000 on milk",450000,4,120000,650000,,,,,,,0,,2,-1,-1,-1,2,3,16,18,19,,1,2,,,,,,,,,,,,,4,,3,5,,3,8,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,organic planting,1,3,7,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,3,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,i have started planting shade trees and pruning.,1,I wholesale coffee,1,-2,-2,-2,-2,-2,,,1,2,2,Evert farmer now knows coffee prices so the profits reduced.,['travel']
32,23992080,-0.470648871,30.27746628,1,3,4,-2,-2,-2,,3,100,0,0,1,"250,000",2300,"200,000",1,1,1,2,1,2,"30,000",800,"50,000",2,5,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,20,-1,,1,2,,,3,,,,,,,,,,,,,,millet,13,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,10,13,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,mulching,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,mulching in my coffee garden,1,I decide to dedicate my whole time to my farm,2,,,,,,,,,,,,,,['wages']
33,23992081,-0.472859263,30.27853872,2,3,4,5,-2,-2,,5,100,0,0,5,"4,800,000",2400,"1,800,000",1,1,2,2,1,1,"1,200,000",5000,"500,000",1,1,1,,,,,450000,3,150000,450000,,,,,,,,,-1,-1,-1,-1,2,3,16,20,-1,,1,2,,,,,,,,,,,,,3,,,,Ovacado,1,3,4,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,4,7,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,mulching,3,7,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"mulching,weeding",1,"i have increased on the amount of coffee am growing,mulching and have included shade trees",2,,,,,,,,,,,,,,['wages']
34,23992082,-0.47370768,30.27699067,2,3,4,-2,-2,-2,,5,100,0,0,1,"800,000",2400,"250,000",2,5,1,2,1,1,"250,000",5000,"250,000",1,2,1,,,,,250000,4,80000,250000,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"mulching,adding animal waste and coffee hasks",3,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"mulching,coffee spacing",3,7,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"mulching,weeding",1,i have adopted the mulching practise.,1,i have a shop where i sell my produce from,6,-2,-2,-2,-2,-2,By seeing other farmers around me,"1,000,000",1,3,5,Increased profits,['land purchase']
35,23992083,-0.541270433,30.37340738,1,2,4,6,-2,-2,"buying manures,mulches",5,90,0,0,1,"5,000,000",2300,"2,620,000",1,1,5,1,3,3,"6,000,000",6000,"500,000",1,2,1,"360,000",450 litters,,"350,000",,,,,1200000,3,"350,000",1200000,,,,,-1,-1,-1,-1,2,3,9,17,18,,1,4,,,,,,5,,,,,,,,3,2,,,1,2,3,4,5,8,11,12,-2,-2,-2,-2,-2,,1,3,4,5,8,10,12,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,8,10,12,-2,-2,-2,-2,-2,,1,"soil management,water management",2,,,,,,,,,,,,,,['land purchase']
36,23992092,-0.552001306,30.3677578,2,3,4,5,-2,-2,,5,100,0,0,5,"600,000",2200,"60,000",2,4,2,1,1,1,"240,000",1500,"100,000",1,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,6,20,-2,-2,,1,,,,2,,,,,,,,,,,,,,Millet(4),1,4,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,7,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"mulching,adding fertilizers",1,4,7,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,mulching,1,i prune my coffee and mulch,2,,,,,,,,,,,,,,['daily expenses']
37,23992093,-0.551496175,30.36730465,1,6,-2,-2,-2,-2,home basics ,4,100,0,0,5,"180,000",2200,"50,000",1,2,1,1,1,5,18000,9000,"60,000",1,2,1,0,0,0,0,,,,,,,,,,,,,2,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,1,7,8,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,mulching,1,8,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,mulching,1,4,8,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,mulching,2,,2,,,,,,,,,,,,,,['daily expenses']
38,23992094,-0.52285921,30.3941344,4,6,-2,-2,-2,-2,building,5,100,0,0,5,"560,000",2400,"60,000",1,5,1,1,1,1,"650,000",2000,6500,1,2,1,,,,,,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,1,3,,,2,,,,,,,,,,,,,,,1,4,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,3,4,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,3,4,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,i have started mulching and pruning,2,,,,,,,,,,,,,,"['micro-enterprise', 'investment']"
39,23992095,-0.522962834,30.39377287,2,4,5,6,-2,-2,mulching,5,100,0,0,5,"1,130,000",2500,"500,000",1,1,2,1,1,5,"300,000",5000,0,2,5,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,20,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,sugarcanes(2) trees (3),13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,mulching,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,mulching and putting trenches,7,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"terracing,mulching,spraying",1,"terracing,mulching,spraying and pruning",2,,,,,,,,,,,,,,"['farm costs', 'investment']"
40,23992096,,,2,3,4,5,6,-2,farming,5,70,0,0,5,"3,000,000",2800,"1,500,000",1,1,2,2,1,2,"3,000,000",3000,"700,000",1,1,1,,0,0,0,300000,3,100000,300000,0,0,0,0,,,,,2,-1,-1,-1,2,3,6,16,18,,2,1,,,3,,,,,,,,,,4,,5,,,1,2,3,4,5,7,8,9,-2,-2,-2,-2,-2,,1,2,3,4,5,7,8,9,-2,-2,-2,-2,-2,-2,,1,2,3,4,8,9,13,-2,-2,-2,-2,-2,-2,"mulching,trenches",1,I have bought more land,1,Am a trader,1,-2,-2,-2,-2,-2,,"8,000,000",1,2,5,Because i keep earning even when its not harvesting time.,['savings']
41,23992097,-0.638414037,30.2234735,2,4,5,-2,-2,-2,,5,100,0,0,5,"2,500,000",2300,"500,000",1,2,1,2,1,1,1000,1000 half kg,3000,1,1,1,0,0,0,0,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,mulching,8,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"trenches,mulching",13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"mulching,terraces",1,"I mulch my coffee and do terraces. 
i also add cow dung",2,,,,,,,,,,,,,,['food']
42,23992098,-0.638505748,30.22350035,2,3,4,-2,-2,-2,,5,100,0,0,1,"2,000,000",2500,"1,000,000",2,5,3,3,1,1,"500,000",4000,"200,000",2,5,1,0,0,0,0,,,,,,,,,,,,,-1,-1,-1,-1,2,3,20,-2,-2,,1,2,,,,,,,,,,,,,,,,,milk and ovacadoes,1,2,3,4,7,8,13,-2,-2,-2,-2,-2,-2,"mulching,terracing",1,2,3,4,7,8,13,-2,-2,-2,-2,-2,-2,-2,mulching and terracing,1,2,3,4,8,13,-2,-2,-2,-2,-2,-2,-2,mulching and terrracing,1,"mulching, terracing and shade trees",1,Small shop,1,-2,-2,-2,-2,-2,,"1,000,000",1,3,5,Because i have a side business and helps me bring in more money,['food']
43,23992099,-0.635590917,30.22334059,3,4,5,-2,-2,-2,,5,100,0,0,5,"1,000,000",2500,"1,000,000",1,1,3,2,1,1,"600,000",1000,"100,000",1,2,1,"800,000",1,"800,000","800,000",,,,,,,,,,,,,-1,-1,-1,-1,2,18,-2,-2,-2,,1,,,,,,,,,,,,,,,,2,,,1,2,3,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,7,8,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,5,7,8,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,['investment']
44,23992100,-0.649386514,30.19392388,1,2,3,4,5,-2,,5,80,0,0,5,"500,000",2300,0,1,2,1,1,1,1,"400,000",4000,0,2,4,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,16,-2,,1,2,,,3,,,,,,,,,,4,,,,,1,2,3,4,7,8,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,8,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,8,-2,-2,-2,-2,-2,-2,-2,,1,I have tried to put manure in my coffee plantation and this has increased the yields.,1,Brick laying,6,-2,-2,-2,-2,-2,My elder brother taught me,"50,000",1,5,5,I get money from bricks all the time unlike coffee which is seasonal.,['daily expenses']
45,23992101,-0.649566359,30.19391019,2,3,4,5,-2,-2,,5,100,0,0,2,"350,000",2300,0,1,1,4,5,1,1,"280,000",1000,0,1,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,6,-2,-2,-2,,1,,,,2,,,,,,,,,,,,,,,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,['farm costs']
46,23992102,-0.649919412,30.19414109,1,2,3,4,5,-2,,5,100,0,0,5,"2,500,000",2200,"200,000",2,5,2,2,1,2,"1,000,000",6000,"800,000",1,2,1,"1,400,000",1,"1,400,000","1,400,000",600000,4,150000,600000,120000,3,"30,000",120000,,,,,-1,-1,-1,-1,2,3,16,18,-2,,1,2,,,,,,,,,,,,,4,,3,,,1,2,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,Zero grazing,1,A small shop,1,-2,-2,-2,-2,-2,,"400,000",1,3,4,Its because i now earn from farming and my shop,['wages']
47,23992105,-0.595637887,30.10934491,1,2,3,-2,-2,-2,,5,100,0,0,4,"340,000",2600,"200,000",1,2,5,2,1,1,0,0,"50,000",1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,1,2,3,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,2,3,4,7,13,-1,-2,-2,-2,-2,-2,-2,-2,mulching,1,2,3,4,7,13,-2,-2,-2,-2,-2,-2,-2,mulching,1,"mulching,pruning and planting shade trees",1,small bar,1,-2,-2,-2,-2,-2,,"100,000",1,3,4,"Because i have income all the time and have managed to build a house,helped my son to marry and still getting more money.",['farm costs']
48,23992106,-0.598555544,30.10954074,1,2,4,6,-2,-2,Farming,5,100,0,0,5,"650,000",2500,"150,000",1,1,2,2,1,2,"100,000",7000,"200,000",2,5,1,,,,,400000,5,100000,400000,300000,2,"150,000",300000,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,1,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,i have increased the amount of produce and plants being planted,2,,,,,,,,,,,,,,['wages']
49,23992107,-0.598634831,30.10961519,1,2,3,4,5,-2,,5,100,0,0,5,"1,200,000",2500,"400,000",1,1,1,3,1,5,"300,000",5000,"100,000",1,1,1,,,,,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,1,3,4,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,"spacing,mulching,manure addition",1,3,4,13,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"mulching,manure addition",1,3,4,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,"Planting shade trees,adding manure and mulching",1,I teach in our parish and also sell building stones.,6,-2,-2,-2,-2,-2,went to school,do it myself,1,4,5,Many people come and buy these stones from me which enables me to pay school fees even when its not yet the season for coffee,['farm costs']
50,23992108,-0.607597416,30.11751064,1,2,3,4,6,-2,Farming,5,100,0,0,5,"950,000",2500,"750,000",1,1,1,2,1,1,"400,000",5000,"300,000",1,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,20,-2,-2,,1,2,,,,,,,,,,,,,,,,,sugarcanes,3,4,5,7,13,-2,-2,-2,-2,-2,-2,-2,-2,"mulching,terracing,",3,4,5,7,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,"mulching,terracing",3,4,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,"I change the seed quality.
I have also startef spacing my coffee",1,Iam a change agent.,5,-2,-2,-2,-2,-2,,free of charge,1,4,4,I put in more efforts in farming since iam a change agent.,['daily expenses']
51,23992109,-0.608223528,30.11902266,1,2,3,4,-2,-2,,5,100,0,0,5,"1,300,000",2500,"10,000,000",1,4,2,2,1,5,"3,600,000","10,000","800,000",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,2,-1,-1,-1,2,3,-2,-2,-2,,2,1,,,,,,,,,,,,,,,,,,3,4,5,7,13,-2,-2,-2,-2,-2,-2,-2,-2,"mulchin,terracing",3,4,5,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,4,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,"Mulching,planting shade trees and terracing",1,I own a school,1,-2,-2,-2,-2,-2,,"17,000,000",1,3,5,Increasing on my income generating activities.,['travel']
52,23992110,-0.60852952,30.1197487,1,2,3,4,6,-2,Helping others who need help.,5,100,0,0,5,"2,000,000",2500,"400,000",1,1,2,2,1,5,"1,000,000",5000,"400,000",1,1,1,0,0,0,"500,000",,,,,,,,,,,,,-1,-1,-1,-1,2,18,-2,-2,-2,,1,,,,,,,,,,,,,,,,2,,,4,7,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,mulching,3,4,7,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"terracing,adding manure",3,4,5,8,13,-2,-2,-2,-2,-2,-2,-2,-2,terracing,1,"Terracing,pruning and shade trees",2,,,,,,,,,,,,,,['travel']
53,23992111,-0.620344824,30.05580428,1,2,5,-2,-2,-2,,5,100,0,0,5,"1,500,000",2500,"400,000",1,1,2,1,1,2,"560,000",4000,"150,000",1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,3,4,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,4,5,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,3,4,5,7,-2,-2,-2,-2,-2,-2,-2,-2,,1,"Trenches,mulching and using manure from waste",1,"I sell dry food like millet,beans,gnuts and firewood",1,-2,-2,-2,-2,-2,,"500,000",1,3,4,Its because iam hardworking and pay alot of attention to my business.,"['wages', 'investment']"
54,23992112,-0.626683059,30.05584091,1,2,3,4,5,-2,,5,100,0,0,3,25000,2300,"10,000",2,5,3,1,1,1,"2,000,000",15000,"200,000",1,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,2,1,,,,,,,,,,,,,,,,,,3,4,5,7,8,-2,-2,-2,-2,-2,-2,-2,-2,,1,3,4,5,7,8,-2,-2,-2,-2,-2,-2,-2,-2,,1,3,4,6,7,8,-2,-2,-2,-2,-2,-2,-2,,1,"Terracing,adding manure and mulching",2,,,,,,,,,,,,,,"['loans', 'investment']"
55,23992113,-0.632161648,30.04812127,1,2,3,4,5,-2,,5,100,0,0,1,"600,000",2400,"300,000",2,5,,,,,,,,,,1,"2,000,000",3,"700,000","2,000,000",0,0,0,0,,,,,200000,10,20,200000,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,4,5,7,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,"Zero grazing,fertilizers",4,5,7,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,zero grazing,4,5,7,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,zero grazing,2,,2,,,,,,,,,,,,,,['family']
56,23992114,-0.628821836,30.04392952,2,3,4,-2,-2,-2,,5,400,0,0,5,"9,402,000",2100,"300,000",1,2,2,2,1,1,"240,000",8000,"150,000",1,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,1,3,4,5,7,8,-2,-2,-2,-2,-2,-2,-2,,1,3,4,5,7,8,-2,-2,-2,-2,-2,-2,-2,-2,,3,-1,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,I have started adding cow dung,2,,,,,,,,,,,,,,['daily expenses']
57,23992115,-0.630419565,30.04281867,1,2,3,4,5,-2,,5,100,0,0,1,"300,000",2500,"200,000",1,2,1,1,1,1,0,0,0,2,5,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,4,5,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,4,5,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,4,5,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,,2,,2,,,,,,,,,,,,,,['daily expenses']
58,23992117,-0.630495941,30.04299704,1,3,6,-2,-2,-2,My shop,5,100,0,0,3,"150,000",2400,"200,000",1,1,1,1,1,3,"350,000",5000,"100,000",1,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,3,4,5,7,8,-2,-2,-2,-2,-2,-2,-2,-2,,3,4,5,7,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,4,5,7,8,-2,-2,-2,-2,-2,-2,-2,-2,,1,Mulching and doing trenches,1,I make baskets for sale.,1,-2,-2,-2,-2,-2,,0,1,2,4,Because coffee is seasonal so my side business gives me more income.,['group contributions']
59,23992118,-0.515164558,30.25951799,1,2,3,4,-2,-2,,5,100,0,0,5,"1,540,000",2200,"120,000",2,4,1,1,1,5,"500,000","10,000","150,000",2,4,1,,,,,300000,2,150000,300000,,,,,,,,,-1,-1,-1,-1,2,3,16,-2,-2,,1,2,,,,,,,,,,,,,3,,,,,4,5,8,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,"Terracing,mulching ",4,5,7,8,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,Terracing and mulching.,4,5,7,8,13,-2,-2,-2,-2,-2,-2,-2,-2,Terracing and mulching,1,Terracing and mulching.,1,"I sell beans,millet and others.",3,5,-2,-2,-2,-2,,"600,000",1,3,4,"When i buy food that has just been harvested its cheaper and by the time i dry them,the price changes.","['daily expenses', 'livestock']"
60,23992119,-0.523725568,30.26034565,1,2,3,4,5,-2,,5,100,0,0,5,"250,000",2500,"200,000",1,2,1,1,1,1,"500,000",7000,"160,000",1,2,1,0,0,0,0,,,,,,,,,,,,,-1,-1,-1,-1,2,3,18,-2,-2,,1,2,,,,,,,,,,,,,,,3,,,4,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,4,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,4,5,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,Adding manure from animal wastes like cattle.,1,Iam a builder,5,-2,-2,-2,-2,-2,,"1,000,000",1,7,5,I now have two ways of making money.,"['micro-enterprise', 'daily expenses', 'investment']"
61,23992120,-0.523497208,30.25969771,1,2,3,4,5,-2,,5,100,0,0,5,"500,000",2500,0,2,2,2,1,1,1,500 000,8000,"200,000",1,2,1,0,0,0,0,200000,2,100000,200000,,,,,,,,,-1,-1,-1,-1,2,3,16,-2,-2,,1,2,,,,,,,,,,,,,3,,,,,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"mulching,adding manure",4,5,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"Terraces,mulching and adding manure",4,5,13,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"Terracing,mulching and adding manure",1,"Terracing,adding manure and mulching",2,,,,,,,,,,,,,,['daily expenses']
62,23992121,-0.525418588,30.25834804,1,3,4,5,-2,-2,,4,100,0,0,5,"200,000",2000,"100,000",1,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,3,4,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,,4,5,8,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,4,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,"When i see that weeds have come up,i weed and add some rubbish which decomposes.",2,,,,,,,,,,,,,,['loans']
63,23992258,-0.95910925,30.34690398,1,2,3,4,-2,-2,,5,270,0,0,5,800000,2500,120000,1,2,5,4,1,5,0,0,0,1,2,1,0,0,0,0,170000,2,100000,230000,,,,,,,,,-1,-1,-1,-1,2,7,16,-2,-2,,1,,,,,2,,,,,,,,,3,,,,,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,4,5,7,12,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,4,5,7,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,Ive planted new coffee trees,2,,,,,,,,,,,,,,['daily expenses']
