Unnamed: 0,SbjNum,Latitude,Longitude,Q21.Income.Food.O1,Q21.Income.SchoolFees.O2,Q21.Income.MedicalBills.O3,Q21.Income.Clothes.O4,Q21.Income.Energy.O5,Q21.Income.Other.O6,Q21.Income.Other.O6.Text,Q29.Income,Q30.MainCashCrop,Q30.Other.Text,Q33.CashCropSold,Q34.CashCropUsed,Q35.CashCropSavedForSeed,Q36.CashCropLost,Q37.CauseOfLoss.O1,Q37.CauseOfLoss.O2,Q37.CauseOfLoss.O3,Q37.CauseOfLoss.O4,Q37.CauseOfLoss.Other.Text,Q38.CashCropEarnings,Q39.CashCropPx,Q40.CostOfProduction,Q41.AverageYear,Q42.ProductionHigherLower,Q63.ProductionCost,Q64.AverageYear,Q65.ProductionHigherLower,Q69.AmountEarnedCattle,Q70.NumberCattleSold,Q71.PxPerCattle,Q72.TotalEarningCattle,Q73.AmountEarnedGoats,Q74.NumberGoatsSold,Q75.PxPerGoat,Q76.TotalEarningGoats,Q77.AmountEarnedPigs,Q78.NumberPigsSold,Q79.PxPerPig,Q80.TotalEarningPigs,Q81.AmountEarnedChickens,Q82.NumberChickensSold,Q83.PxPerChicken,Q84.TotalEarningsChickens,Q85.RearOtherAnimal,Q86.OtherAnimalType,Q87.OtherAnimalPx,Q88.TotalEarningOtherAnimal,Q89.MainSourcesIncome.1st,Q89.MainSourcesIncome.2nd,Q89.MainSourcesIncome.3rd,Q89.MainSourcesIncome.4th,Q89.MainSourcesIncome.5th,Q89.MainSourcesIncome.TeaIncome,Q89.MainSourcesIncome.CoffeeIncome,Q89.MainSourcesIncome.BananaIncome,Q89.MainSourcesIncome.MaizeIncome,Q89.MainSourcesIncome.HydroponicsIncome,Q89.MainSourcesIncome.BeansIncome,Q89.MainSourcesIncome.LivestockIncome,Q89.MainSourcesIncome.BeekeepingIncome,Q89.MainSourcesIncome.TreeIncome,Q89.MainSourcesIncome.FishIncome,Q89.MainSourcesIncome.HandicraftIncome,Q89.MainSourcesIncome.KitchenGardenIncome,Q89.MainSourcesIncome.SalaryJobIncome,Q89.MainSourcesIncome.CasualLaborIncome,Q89.MainSourcesIncome.RemitIncome,Q89.MainSourcesIncome.GoatIncome,Q89.MainSourcesIncome.PigIncome,Q89.MainSourcesIncome.CattleIncome,Q89.MainSourcesIncome.ChickenIncome,Q89.MainSourcesIncome.Other,Q21.Income.Other.O6.Text.Tags
129,23992388,-0.625855651,30.09732973,1,2,3,4,5,-2,,5,1,,100,100,0,1,2,3,Causes_of_loss,Causes_of_loss,,"1,500,000 ugx",2500,"100,000 ugx",1,2,"100,000 ugx",1,2,"150,000 ugx",0,0,"150,000 ugx",,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,809 kgs,320,,,,,,,,,,,,,,,,,,
130,23992389,-0.637120051,30.10807939,1,2,3,-2,-2,-2,,5,1,,100,100,0,1,2,3,Causes_of_loss,Causes_of_loss,,"2,300,000 ugx",2400,"700,000 ugx",1,2,"700,000 ugx",1,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,"1,200 kgs",200 bunches,,,,,,,,,,,,,,,,,,
131,23992390,-0.667805497,30.06514629,1,2,3,4,5,-2,,5,1,,100,100,0,1,2,3,Causes_of_loss,Causes_of_loss,,"62,1000ugx",2300,0,1,2,0,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,270 kgs,566,,,120,,,,,,,,,,,,,,,
132,23992391,-0.670337933,30.0629877,1,2,3,4,5,-2,,5,1,,100,100,0,1,2,3,Causes_of_loss,Causes_of_loss,,"1,070,000 ugx",2500,"200,000 ugx",1,2,"200,000 ugx",1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,420 kgs,566 bunches,,,400 kgs,,,,,,,,,,,,,,,
133,23992400,-0.672437426,30.06240671,1,2,3,4,5,-2,,5,1,,100,100,0,1,2,3,Causes_of_loss,Causes_of_loss,,"640,000 ugx",2300,0,2,4,0,2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,268,400 bunches,,,80 kgs,,,,,,,,,,,,,,,
134,23992401,-0.672250311,30.06210982,1,2,3,4,5,-2,,5,1,,100,100,0,1,1,2,3,Causes_of_loss,,"520,000 ugx",2400,"200,000 ugx",1,2,"200,000 ugx",1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,6,-1,-2,-2,,200 kgs,,,,20 kgs,,,,,,,,,,,,,,,
135,23992402,-0.672852398,30.06202948,1,2,3,4,5,-2,,5,1,,100,100,0,1,2,3,Causes_of_loss,Causes_of_loss,,"430,000 ugx",2500,"100,000 ugx",1,2,"100,000 ugx",1,2,"200,000 ugx",0,0,"200,000 ugx",,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,220 kgs,400 kgs,,,90 kgs,,,,,,,,,,,,,,,
136,23992403,-0.672070677,30.06185775,1,2,3,4,5,-2,,5,1,,100,100,0,1,2,3,Causes_of_loss,Causes_of_loss,,"1,2500,000 ugx",2500,0,1,2,0,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-1,-2,-2,,700 kgs,500 bunches,,,,,,,,,,,,,,,,,,
137,23992404,-0.664322448,30.07606902,1,2,3,4,5,-2,,5,1,,1400000,100,100,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,400,000",2600,"500,000 ugx",1,1,"500,000 ugx",1,1,"1,000,000 ugx",1,"1,000,000","1,000,000 ugx",,,,,,,,,,,,,-1,-1,-1,-1,2,3,4,-2,-2,,"1,000",2000 bunches,20 kgs,,80 kgs,,,,,,,,,,,,,,,
138,23992405,-0.506122284,30.36280688,1,2,3,4,5,-2,,5,1,,100,100,0,1,2,3,Causes_of_loss,Causes_of_loss,,"1,000,000 ugx",2500,"100,000 ugx",1,1,"100,000 ugx",1,1,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,540 kgs,542,,,320 kgs,,,,,,,,,,,,,,,
139,23992406,-0.506347439,30.36223498,1,2,3,4,5,-2,,5,1,,100,100,0,1,2,3,Causes_of_loss,Causes_of_loss,,"3,000,000 ugx",2300,"1,000,000 ugx",1,1,"1,000,000",1,1,"200,000 ugx",0,0,"200,000 ugx",,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1200 kgs,500 bunches,,,,,,,,,,,,,,,,,,
140,23992407,-0.509440262,30.35810603,1,2,3,4,5,-2,,5,1,,100,100,0,1,2,3,Causes_of_loss,Causes_of_loss,,"600,000 ugx",2500,0,1,1,0,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,280 kgs,200 bunches,,,40 kgs,,,,,,,,,,,,,,,
141,23992408,-0.509148455,30.35532568,1,2,3,4,5,-2,,5,1,,100,100,0,1,2,3,Causes_of_loss,Causes_of_loss,,"4,000,000 ugx",2400,"1,000,000 ugx",1,1,"1,000,000 ugx",1,1,0,0,0,0,,,,,,,,,,,,,-1,-1,-1,-1,2,6,-2,-2,-2,,1300 kgs,,,,300 kgs,,,,,,,,,,,,,,,
142,23992484,-0.955538842,30.3529469,1,3,4,5,-2,-2,,5,1,,75,20,5,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,500,000/=",2300,"650,000/=",1,1,"60,000/=",1,1,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,1,2,,,3,,,,,,,,,,,,,,,
143,23992485,-0.955013072,30.35220281,1,2,4,-2,-2,-2,,1,3,TOMATOES,0,0,0,4,1,Causes_of_loss,Causes_of_loss,Causes_of_loss,,0,0,"3,000,000/=",2,5,"20,000/=",2,5,,,,,,,,,,,,,,,,,-1,-1,-1,-1,3,20,-2,-2,-2,,,2,,,,,,,,,,,,,,,,,TOMATO GROWING  No.1,
144,23992486,-0.812736706,30.24670906,2,3,6,-2,-2,-2,LABOUR,5,1,,100,0,0,1,1,2,3,Causes_of_loss,,"5,000,000/=",2500,"1,000,000/=",1,1,"200,000/=",1,1,"4,500,000/=",3,"1,500,000/=","4,500,000/=",200000,2,100000,200000,,,,,,,0,,-1,-1,-1,-1,2,3,16,-2,-2,,1,2,,,,,,,,,,,,,3,,,,,
145,23992487,,,1,2,-2,-2,-2,-2,,2,1,,80,0,20,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,750,000/=",2500,0,1,4,0,2,5,,,,,320000,4,80000,320000,,,,,52000,5,100,52000,-1,-1,-1,-1,2,3,19,-2,-2,,1,2,,,,,,,,,,,,,,,,3,,
146,23992488,,,1,2,6,-2,-2,-2,MY CHILDREN,5,1,,85,5,15,1,2,3,Causes_of_loss,Causes_of_loss,,"1,500,000/=",2300,5000/=,2,2,0,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,20,-2,-2,,1,2,,,,,,,,,,,,,,,,,GROUND NUTS,
147,23992489,,,1,2,3,6,-2,-2,BUYING LAND,5,1,,80,0,15,1,2,3,Causes_of_loss,Causes_of_loss,,"2,500,000/=",2700,"700,000/=",1,2,,,,"2,500,000/=",3,"800,000/=","2,500,000/=",,,,,,,,,,,,,-1,-1,-1,-1,2,18,20,-2,-2,,1,,,,,,,,,,,,,,,,2,,SEWING BUSINESS (TAILORING),
148,23992490,,,1,2,4,-2,-2,-2,,1,3,BANANAS,0,95,2,1,2,3,Causes_of_loss,Causes_of_loss,,,,0/=,1,3,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,14,-1,-2,-2,-2,,,,,,,,,,,,,,1,,,,,,,
149,23992491,,,2,6,-2,-2,-2,-2,BUYING LAND,5,1,,95,0,0,1,2,3,Causes_of_loss,Causes_of_loss,,"600,000/=",2000,"250,000/=",1,2,"12,000/=",1,2,0/=,0/=,0/=,0/=,0,0,0,0,,,,,,,,,1,"BEES , RABBITS",0/=,0/=,2,8,-2,-2,-2,,1,,,,,,2,,,,,,,,,,,,,
150,23992492,,,2,4,-2,-2,-2,-2,,5,1,,95,0,0,1,2,3,Causes_of_loss,Causes_of_loss,,"800,000/=",2400,0/=,2,4,0/=,2,3,0/=,0/=,0/=,0/=,200000,2,100000,200000,0,0/=,0/=,0,0,0/=,0,0,2,-1,-1,-1,2,3,7,-2,-2,,1,2,,,,3,,,,,,,,,,,,,,
151,23992493,,,6,-2,-2,-2,-2,-2,PAYING CASUAL LABOURERS,5,3,BANANAS,75,20,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,800,000/=",5000,"500,000/=",1,2,"96,000/=",1,2,0/=,0,0/=,0/=,300000,3,100000,300000,500000,2,"250,000/=",500000,0,0,0,0,-1,-1,-1,-1,2,3,17,18,-2,,1,2,,,,,,,,,,,,,,4,3,,,
152,23992494,,,1,2,4,-2,-2,-2,,5,1,,97,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"316,800/=",2400,"50,000/=",1,2,0/=,1,2,,,,,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,20,-2,-2,,1,2,,,,,,,,,,,,,,,,,SHOP,
153,23992497,,,1,2,6,-2,-2,-2,PAYING CASUAL LABOUR,5,1,,95,0,0,1,1,2,3,Causes_of_loss,,"1,200,000/=",2300,"500,000/=",2,4,"400,000/=",2,3,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
154,23992498,,,1,2,3,-2,-2,-2,,5,1,,98,0,0,1,1,2,3,Causes_of_loss,,"1,500,000/=",2300,"200,000/=",2,3,0/=,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,20,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,PASSION FRUITS,
155,23992499,,,2,4,-1,-2,-2,-2,,5,1,,95,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,500,000/=",2800,"300,000/=",1,2,0/=,1,2,"700,000/=",1 COW,"700,000/=","700,000/=",200000,2,100000,200000,0,0/=,0/=,0,,,,,-1,-1,-1,-1,2,3,18,-2,-2,,1,2,,,,,,,,,,,,,,,3,,,
156,23992500,,,1,2,3,-2,-2,-2,,5,1,,97,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,080,000/=",2300,"400,000/=",1,2,0/=,1,3,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
157,23992501,,,2,3,5,6,-2,-2,WATER,5,1,,98,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"3,500,000/=",2500,"500,000/=",1,1,"200,000/=",1,1,0/=,0/=,0/=,0/=,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
158,23992502,,,1,2,3,-2,-2,-2,,5,1,,98,0,0,1,2,3,Causes_of_loss,Causes_of_loss,,"1,200,000/=",2500,"500,000/=",2,3,0/=,2,3,,,,,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,
159,23992503,,,1,2,3,4,-2,-2,,5,1,,98,0,0,1,2,3,Causes_of_loss,Causes_of_loss,,"1,500,000/=",2700,0/=,2,3,0/=,2,3,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
160,23992504,,,1,2,3,-2,-2,-2,,2,1,,90,32,5,1,2,3,Causes_of_loss,Causes_of_loss,,"800,000/=",2500,0/=,1,3,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,
161,23992505,,,1,2,3,-2,-2,-2,,5,1,,90,2,5,1,2,3,Causes_of_loss,Causes_of_loss,,"700,000/=",2300,0/=,2,4,0/=,2,4,"580,000/=",1 COW,"580,000/=","580,000/=",,,,,,,,,,,,,-1,-1,-1,-1,2,18,-2,-2,-2,,1,,,,,,,,,,,,,,,,2,,,
162,23992506,,,1,2,3,-2,-2,-2,,5,1,,90,0,0,1,2,3,Causes_of_loss,Causes_of_loss,,"240,000/=",2500,0/=,1,2,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,
163,23992507,,,1,2,-2,-2,-2,-2,,5,1,,85,0,10,1,2,3,Causes_of_loss,Causes_of_loss,,"500,000/=",2400,0/=,1,3,0/=,1,3,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,
164,23992515,,,1,2,3,-2,-2,-2,,5,1,,95,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,500,000/=",2700,0/=,1,2,0/=,1,2,,,,,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
165,23992516,,,1,2,3,4,5,-2,,5,1,,95,0,2,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"3,000,000/=",2300,"1,000,000/=",1,2,0/=,1,2,,,,,300000,2,150000,300000,,,,,0,0,0,0,2,-1,-1,-1,2,8,20,-2,-2,,1,,,,,,2,,,,,,,,,,,,ALCOHOL BREWING,
166,23992517,,,1,2,-2,-2,-2,-2,,1,1,,0,0,0,4,4,Causes_of_loss,Causes_of_loss,Causes_of_loss,I GOT SICK (LAME AND DISABLED),0/=,0,0/=,2,5,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,20,-2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,NONE,
167,23992518,,,1,2,3,-2,-2,-2,,5,1,,70,0,0,1,2,3,Causes_of_loss,Causes_of_loss,,"300,000/=",2600,0/=,1,2,0/=,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,6,-2,-2,-2,,1,,,,2,,,,,,,,,,,,,,,
168,23992519,,,1,2,4,-2,-2,-2,,3,1,,80,0,0,1,1,2,3,Causes_of_loss,,"180,000/=",2300,0/=,2,3,0/=,2,3,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,6,-2,-2,-2,,1,,,,2,,,,,,,,,,,,,,,
169,23992520,,,1,2,3,-2,-2,-2,,5,1,,95,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,200,000/=",2300,"400,000/=",1,2,0/=,1,2,0/=,0,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
170,23992521,,,2,3,-2,-2,-2,-2,,5,1,,95,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,000,000/=",2300,0/=,1,3,0/=,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
171,23992522,,,1,2,3,-2,-2,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"120,000/=",2700,0/=,2,3,0/=,2,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
172,23992523,,,6,-2,-2,-2,-2,-2,BUYING LIVESTOCK,5,1,,90,0,5,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,800,000/=",2600,0/=,2,3,0/=,2,3,0/=,0,,0/=,0,0,0,0,0,0,0/=,0,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,1,2,,,3,,,,,,,,,,,,,,,
173,23992524,,,1,2,3,-2,-2,-2,,5,1,,98,0,0,1,1,2,3,Causes_of_loss,,"250,000/=",2300,0/=,2,4,0/=,2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
174,23992525,,,1,2,3,4,-2,-2,,5,1,,98,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"900,000/=",2200,0/=,1,2,0/=,1,2,0/=,0,0/=,0/=,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,
175,23992527,,,1,2,-2,-2,-2,-2,,5,1,,98,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"500,000/=",2300,0/=,1,4,0/=,2,5,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,
176,23992528,,,1,2,3,4,-2,-2,,5,1,,98,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,200,000/=",2500,0/=,1,2,0/=,1,2,"3,000,000/=",3 COWS,"1,000,000/=","3,000,000/=",0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,18,-2,-2,-2,,1,,,,,,,,,,,,,,,,2,,,
177,23992529,,,1,2,3,4,-2,-2,,5,1,,98,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"450,000/=",2400,0/=,1,2,0/=,1,3,0/=,0,,,70000,1,70000,70000,,,,,,,,,-1,-1,-1,-1,2,3,16,-2,-2,,1,2,,,,,,,,,,,,,3,,,,,
178,23992530,,,1,2,3,4,-2,-2,,5,1,,95,0,0,1,1,2,3,Causes_of_loss,,"380,000/=",2300,0/=,1,4,,,,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,-2,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,
179,23992531,,,1,2,3,-2,-2,-2,,5,1,,98,0,0,1,2,3,Causes_of_loss,Causes_of_loss,,"1,100,000/=",2300,0/=,1,2,0/=,1,2,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,8,-2,-2,-2,,1,,,,,,2,,,,,,,,,,,,,
180,23992532,,,2,-2,-2,-2,-2,-2,,5,1,,98,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,000,000/=",2600,0/=,1,2,0/=,1,2,0/=,0,0/=,0/=,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
181,23992533,,,1,2,3,4,5,-2,,5,1,,98,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"3,450,000/=",2300,"500,000/=",1,2,"120,000/=",1,2,"2,000,000/=",2 COWS,"1,000,000/=","2,000,000/=",0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,18,-2,-2,,1,2,,,,,,,,,,,,,,,3,,,
182,23992534,,,6,-2,-2,-2,-2,-2,LIVESTOCK PROJECTS,5,1,,99,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,242,000/=",2300,0/=,1,2,0/=,1,2,0/=,0,0/=,0/=,900000,6,150000,900000,,,,,,,,,-1,-1,-1,-1,2,3,16,-2,-2,,1,2,,,,,,,,,,,,,3,,,,,
183,23992535,,,1,2,3,4,5,-2,,5,1,,96,0,0,1,1,2,3,Causes_of_loss,,"1,000,000/=",2300,0/=,2,3,0/=,2,3,0/=,0,0/=,0/=,200000,2,100000,200000,,,,,,,,,-1,-1,-1,-1,2,3,16,-2,-2,,1,2,,,,,,,,,,,,,3,,,,,
184,23992759,-0.95170028,30.35095422,2,3,4,-2,-2,-2,,5,1,,813,0,0,1,3,Causes_of_loss,Causes_of_loss,Causes_of_loss,,1.87 million,2500,"200,000 shillingsp",1,2,"850,000",1,1,"400,000",1,400000,"400,000",300000,2,150000,300000,,,,,,,,,-1,-1,-1,-1,2,3,6,7,20,,2,1,,,4,5,,,,,,,,,,,,,cassava 3,
185,23992760,-0.958653285,30.34890869,1,2,3,4,5,-2,,5,1,,564,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,"1,297,200",2300,"500,000",2,1,"500,000",2,5,,,,,500000,5,100000,500000,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
186,23992761,-0.806990575,30.24387732,2,4,5,-2,-2,-2,,5,1,,1000,0,0,2,3,Causes_of_loss,Causes_of_loss,Causes_of_loss,,2.5million,2500,500000,2,2,2000000,2,4,0,0,0,0,,,,,,,,,,,,,-1,-1,-1,-1,2,3,9,-2,-2,,1,2,,,,,,3,,,,,,,,,,,,
187,23992762,,,1,2,6,-2,-2,-2,trasport costs,5,1,,2000,0,0,1,1,4,Causes_of_loss,Causes_of_loss,thieved,5000000,2500,2000000,1,1,200000,1,2,3000000,2,1500000,4000000,,,,,300000,4,75000,300000,120000,12,100,120000,-1,-1,-1,-1,2,3,6,7,17,,1,2,,,4,3,,,,,,,,,,5,,,,
188,23992763,,,1,2,3,4,5,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,3456000,2700,700000,1,2,45000,2,3,0,0,0,0,0,0,0,0,90000,3,90000,90000,0,0,0,0,-1,-1,-1,-1,2,3,6,-2,-2,,1,2,,,3,,,,,,,,,,,,,,,
189,23992764,,,2,3,6,-2,-2,-2,labour,5,1,,2590,0,0,1,1,2,3,Causes_of_loss,,6216000,2400,2640000,2,4,300000,1,2,,,,,600000,5,120000,600000,900000,30 piglets,30000,900000,180000,0,0,180000,-1,-1,-1,-1,2,3,6,16,17,,1,2,,,5,,,,,,,,,,4,3,,,,
190,23992765,,,2,-2,-2,-2,-2,-2,,5,1,,828,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,2235600,2700,0,1,2,0,1,2,2,2,1300000,1300000,120000,2,60000,120000,,,,,,,,,-1,-1,-1,-1,2,3,7,13,-2,,1,3,,,,4,,,,,,2,,,,,,,,
191,23992766,,,2,6,-2,-2,-2,-2,land purchase,5,1,,2300,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,5980000,2600,1300000,1,1,320000,1,2,576000,0,0,576000,,,,,,,,,320000,6,100,320000,-1,-1,-1,-1,2,3,7,-2,-2,,1,2,,,,3,,,,,,,,,,,,,,
192,23992767,,,2,3,4,5,-2,-2,,5,1,,100,0,0,1,1,Causes_of_loss,Causes_of_loss,Causes_of_loss,,440000,2200,150000,2,4,100000,2,4,,,,,0,0,0,0,0,0,0,0,,,,,-1,-1,-1,-1,2,20,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,2,
193,23992768,,,2,3,4,5,-2,-2,,5,1,,100,0,0,1,3,Causes_of_loss,Causes_of_loss,Causes_of_loss,,770000,2200,300000,1,2,200000,1,2,900000,1,900000,900000,,,,,,,,,,,,,1,sheep,0,0,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
194,23992769,,,1,3,4,5,-2,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,528000,2200,100000,1,2,100000,2,5,,,,,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,-1,-2,-2,-2,,1,,,,,,,,,,,,,,,,,,,
195,23992773,,,1,2,3,4,-2,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,782000,2300,300000,1,2,300000,1,2,,,,,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,6,-2,-2,,1,2,,,3,,,,,,,,,,,,,,,
196,23992774,,,2,3,4,-2,-2,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,4728000,2400,800000,1,1,800000,2,4,0,0,0,0,0,0,0,0,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
197,23992775,,,2,4,5,-2,-2,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,1200000,2400,600000,1,2,600000,1,2,1300000,2,650000,1300000,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,2,1,,,,,,,,,,,,,,,,,,
198,23992776,,,2,3,4,5,-2,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,1750000,2500,600000,2,5,600000,2,4,2000000,2,1000000,2000000,300000,3,100000,300000,,,,,,,,,-1,-1,-1,-1,2,3,20,-2,-2,,1,2,,,,,,,,,,,,,,,,,micro enterprise,
199,23992777,,,4,5,-2,-2,-2,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,1300000,2600,500000,1,2,500000,1,1,2400000,6,400000,2400000,60000,1,600000,60000,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
200,23992778,,,1,2,3,4,5,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,330000,2200,120000,2,1,120000,2,4,0,0,0,0,80000,1,80000,80000,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,1,,,,,,,,,,,,,,,,,,
201,23992779,,,2,3,4,5,-2,-2,,5,1,,100,0,0,5,Causes_of_loss,Causes_of_loss,Causes_of_loss,Causes_of_loss,,2500000,2500,300000,2,4,300000,2,4,,,,,,,,,,,,,,,,,-1,-1,-1,-1,2,3,-2,-2,-2,,1,2,,,,,,,,,,,,,,,,,,
