Unnamed: 0,SbjNum,Latitude,Longitude,Q128.SatisfactionSupportInformation,Q129.InformationFromWhere.O1,Q129.InformationFromWhere.O2,Q129.InformationFromWhere.O3,Q129.InformationFromWhere.O4,Q129.InformationFromWhere.O5,Q129.InformationFromWhere.O6,Q129.InformationFromWhere.O7,Q129.InformationFromWhere.O8,Q129.InformationFromWhere.O9,Q129.InformationFromWhere.O10,Q129.InformationFromWhere.O11,Q129.InformationFromWhere.O12,Q129.InformationFromWhere.O13,Q129.InformationFromWhere.O14,Q129.InformationFromWhere.O15,Q129.InformationFromWhere.O16,Q129.InformationFromWhere.O17,Q129.InformationFromWhere.O18,Q129.InformationFromWhere.O19.Text,Q130.AgExperimentsFrequency,Q130.AgExperimentsFrequency.Text,Q131.AgSharingFrequency,Q131.AgSharingFrequency.Text,Q132.FarmPromotorGuidanceFrequency,Q132.FarmPromotorGuidanceFrequency.Text,Q133.CoopExtensionSupportFrequency,Q133.CoopExtensionSupportFrequency.Text,Q134.ExtensionOfficerVisitFrequency,Q134.ExtensionOfficerVisitFrequency.Text,Q135.RadioStationFrequency,Q135.RadioStationFrequency.Text,Q136.WeFarmFrequency,Q136.WeFarmFrequency.Text,Q137.MobileFrequency,Q137.MobileFrequency.Text,Q138.NewspaperFrequency,Q138.NewspaperFrequency.Text,Q139.TVFrequency,Q139.TVFrequency.Text,Q140.InternetFrequency,Q140.InternetFrequency.Text,Q141.CenterOfExcellenceFrequency,Q141.CenterOfExcellenceFrequency.Text,Q142.LocalGroupFrequency,Q142.LocalGroupFrequency.Text,Q143.TrainingSessionFrequency,Q143.TrainingSessionFrequency.Text,Q144.TrainingMaterialsFrequency,Q144.TrainingMaterialsFrequency.Text,Q145.MostValuableSources.O1,Q145.MostValuableSources.O2,Q145.MostValuableSources.O3,Q145.MostValuableSources.O4,Q145.MostValuableSources.O5,Q145.MostValuableSources.O6,Q145.MostValuableSources.O7,Q145.MostValuableSources.O8,Q145.MostValuableSources.O9,Q145.MostValuableSources.O10,Q145.MostValuableSources.O11,Q145.MostValuableSources.O12,Q145.MostValuableSources.O13,Q145.MostValuableSources.O14,Q165.ShareNewFarmingPractice,Q165.ShareNewFarmingPractice.Other,Q166.ShareNewFarmingPractice.Example,Q167.HowOftenShareIdeas,Q168.WhoShareIdeaWith,Q169.HowShareInfo.O1,Q169.HowShareInfo.O2,Q169.HowShareInfo.O3,Q169.HowShareInfo.O4,Q169.HowShareInfo.O5,Q169.HowShareInfo.O6,Q169.HowShareInfo.O7,Q169.HowShareInfo.O8,Q169.HowShareInfo.O9,Q169.HowShareInfo.O10.Text,Q174.ReceivedFarmerPromotor,Q175.FarmerPromotorSupportObtained.O1,Q175.FarmerPromotorSupportObtained.O2,Q175.FarmerPromotorSupportObtained.O3,Q175.FarmerPromotorSupportObtained.O4.Text,Q176.SatisfactionFarmerPromotorTraining,Q178.SatisfactionFarmerPromotorDemoPlot,Q182.SatisfactionFarmerPromotorOther,Q184.GPS.Latitude,Q184.GPS.Longitude
43,23992099,-0.635590917,30.22334059,2,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,,2,,2,,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,1,,1,2,14,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,All that i have been taught i would teach them.,All the time,All who are interested.,1,2,6,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,,-1,-1
44,23992100,-0.649386514,30.19392388,1,-2,1,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,3,,4,,-1,,5,,5,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,5,,-1,,2,4,13,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would tell them exactly how we have been told to improve our farming methods and increase our yields.,When i meet fellow farmers.,Everyone who wants to learn and shows interest.,1,2,6,-2,-2,-2,-2,-2,-2,,2,,,,,,,,-0.649386514,30.19392388
45,23992101,-0.649566359,30.19391019,2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,,2,,-1,,-1,,4,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,1,,13,4,-1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would encourage them to also adopt the new idea so thay we can all benefit from the new farming method.,"when i meet them like once in a month, i would feel happy.",With my fellow farmers.,1,2,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,2,3,,-1,-1
46,23992102,-0.649919412,30.19414109,2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,,3,,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,1,,2,4,14,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,All that i have been taught.,When i meet my fellow farmers.,Everyone who wants to learn what i have been taught.,2,8,-2,-2,-2,-2,-2,-2,-2,,1,2,-2,-2,,2,2,,-1,-1
47,23992105,-0.595637887,30.10934491,2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,3,,2,,-1,,5,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,1,13,4,2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would tell them what i have been taught so that we all adopt it and improve our farming skills hence increasing our income.,Whenever we meet all the time.,My fellow farmers.,1,2,7,8,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,,-1,-1
48,23992106,-0.598555544,30.10954074,2,1,1,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,1,-2,1,-2,-2,,4,,7,,-1,,4,,7,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,,-1,,1,2,4,5,13,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would teach them depending on how i have been taught.,I would share monthly because am always busy in the farm.,My fellow farmers.,1,2,6,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,2,2,,-0.598555544,30.10954074
49,23992107,-0.598634831,30.10961519,2,1,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,3,,4,,-1,,4,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,,-1,,1,2,4,13,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,"I would visit them and teach them what to do, i would also help them with whatever i have just like many people come to my farm and get coffee seedlings.",In like 2 months because am also very busy.,My fellow farmers.,1,2,8,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,2,2,,-1,-1
50,23992108,-0.607597416,30.11751064,1,1,1,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,,4,,4,,-1,,5,,4,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,,5,,1,2,4,13,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would gather all of them and teach them or can go house to house,Everyday or when am ready to share,I would share with everyone who is interested.,1,2,7,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,2,2,2,-0.607597416,30.11751064
51,23992109,-0.608223528,30.11902266,2,1,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,4,,4,,-1,,5,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,6,,-1,,1,2,4,13,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would teach them everything that i have been taught so as to improve our quality.,All the time,My fellow farmers.,1,2,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,2,2,,-1,-1
52,23992110,-0.60852952,30.1197487,1,1,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,2,,4,,-1,,4,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,6,,-1,,1,2,4,13,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,All that i have been taught because it would improve our income.,When i meet my fellow farmers.,Everyone who would like to benefjt from coffee,1,2,7,8,-2,-2,-2,-2,-2,,1,1,2,-2,,2,2,,-1,-1
53,23992111,-0.620344824,30.05580428,2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,2,,3,,-1,,5,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,,-1,,2,4,13,12,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,When they have not gone to workshops i would tell them what i have learnt and how they can solve it.,whenever i meet with them.,My fellow farmers so that we can improve our farming and others who are interested.,1,2,8,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,2,2,,-1,-1
54,23992112,-0.626683059,30.05584091,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,3,,4,,-1,,6,,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,6,,-1,,2,4,13,-1,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would tell them how they should carry out farming just as i have been taught.,Whenever i meet them.,Whoever is interested in farming.,1,2,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,2,2,,-1,-1
55,23992113,-0.632161648,30.04812127,5,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,2,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,,-1,,2,1,4,13,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would tell them exactly what i have been taught.,Everytime i meet them after learning what i have been taught.,I would share with all farmers dealing in cows and coffee.,1,2,-2,-2,-2,-2,-2,-2,-2,,2,,,,,,,,-1,-1
56,23992114,-0.628821836,30.04392952,1,1,1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,2,,4,,-1,,-1,,-1,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,,-1,,1,2,4,5,13,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would tell them exactly what they have told me,Whenever i meet them or visit them.,Everybody who is interested,1,2,6,-2,-2,-2,-2,-2,-2,,1,2,-2,-2,,4,4,,-1,-1
57,23992115,-0.630419565,30.04281867,1,1,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,2,,3,,-1,,4,,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,6,,-1,,1,2,4,5,13,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would tell them exactly what i have been taught and i would even show them.,When am coming from my farm and i see them in their farm or when they come to consult me.,Everyone who wants to learn.,1,2,-2,-2,-2,-2,-2,-2,-2,,2,,,,,,,,-1,-1
58,23992117,-0.630495941,30.04299704,1,1,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,,2,,3,,-1,,4,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,1,,1,2,4,5,13,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,"when i see someone who is doing something wrong i teach them like how to plant,prune and mulch.",Everytime when i meet them.,Everyone interested because i love sharing.,1,2,8,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,3,,-1,-1
59,23992118,-0.515164558,30.25951799,1,1,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,,3,,4,,-1,,4,,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,1,,1,2,4,13,5,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,"Let me say when iam taught about making waste for my farm,i would teach them exactly how to use them","I normally visit homes and teach them how to do it because when they arrange for workshops,many do not turn up.",Everyone who is intetested because even those who are not when taught can be interested and they join.,1,2,7,-2,-2,-2,-2,-2,-2,,1,1,2,-2,,4,4,,-1,-1
60,23992119,-0.523725568,30.26034565,1,1,1,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,2,,4,,-1,,5,,4,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,,-1,,1,2,4,5,13,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,I would tell them exactly what i have been taught,When i meet with my fellow farmers.,My fellow farmers.,1,2,6,-2,-2,-2,-2,-2,-2,,1,1,2,-2,,4,4,,-1,-1
61,23992120,-0.523497208,30.25969771,1,1,1,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,3,,4,,-1,,4,,4,,3,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,5,,-1,,1,2,4,13,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,i would visit my friends and fellow farmers and show they exactly what i have been taught.,Whenever i have something new.,my fellow neighbours and farmers.,1,2,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,,-1,-1
62,23992121,-0.525418588,30.25834804,1,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,2,,3,,-1,,4,,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,,-1,,2,4,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,What we have been taught and how to do it.,All the time since we see each other everday.,My neighbours who are farmers,1,2,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,,-1,-1
63,23992258,-0.95910925,30.34690398,2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,5,,-1,,7,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,6,,-1,,3,13,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,how to control pests,quartely,fellow farmers,6,7,-2,-2,-2,-2,-2,-2,-2,,2,,,,,,,,-0.95910925,30.34690398
64,23992259,-0.959246605,30.34575463,2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,1,,-1,,7,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,5,,-1,,13,4,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,2,,practicing mulching,whenever i learn something new,a fellow farmer,6,7,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,,-0.959246605,30.34575463
65,23992260,-0.957515371,30.34909211,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,-2,-2,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,6,,-1,,13,12,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,how to rear bees,as many times as possible,fellow farmers,6,7,8,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,,-0.957515371,30.34909211
66,23992261,-0.962643798,30.3493698,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,6,,-1,,13,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,2,,planting coffee,not so often because i rarely move because of my age,a farmer,6,-2,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,3,4,,-0.962643798,30.34936979
67,23992262,-0.806100465,30.24058096,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,12,13,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,managing pests on a farm,as many times as possible,farmers,6,7,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,3,3,,-0.806100465,30.24058096
68,23992263,-0.50320955,30.29191504,2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,1,,-1,,6,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,,-1,,13,4,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,proper mulching,monthlyq,farmers,1,6,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,3,3,,-0.50320955,30.29191504
69,23992264,-0.504378986,30.30414033,2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,1,,-1,,-1,,5,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,7,,-1,,4,3,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,how to deal with pests,quarterly,farmers,1,6,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,3,,-0.504378986,30.30414033
70,23992265,-0.506297236,30.30344519,2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,7,,-1,,7,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,soil management,quartely,farmers,1,6,7,-2,-2,-2,-2,-2,-2,,2,,,,,,,,-0.506297236,30.30344519
71,23992266,-0.489909564,30.28497423,4,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,5,,-1,,3,,4,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,6,,-1,,13,4,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,zero grazing,monthly,farmers,6,7,-2,-2,-2,-2,-2,-2,-2,,1,1,-1,-1,,3,3,,-0.489909564,30.28497422
72,23992267,-0.489831717,30.28479864,2,-2,1,-2,1,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,,5,,5,,-1,,2,,5,,2,,-1,,-1,,3,,-1,,-1,,-1,,-1,,-1,,-1,,2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,how to make a nursery bed,monthly,Farmers,6,-2,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,4,-0.489831717,30.28479864
73,23992268,-0.535876543,30.3689928,2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,5,,-1,,-1,,5,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,-1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,mulching,many times,farmers,6,-2,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,,-0.535876543,30.3689928
74,23992269,-0.551171137,30.36949768,4,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,,-1,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,2,4,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,3,-2,-2,visiting coffee farms,3,3,,-0.551171137,30.36949768
75,23992270,-0.52292227,30.39383321,4,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,5,,-1,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,3,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,how to prevent pests,quarterly,farmers,7,-2,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,2,2,,-0.522922271,30.39383321
76,23992271,-0.522808133,30.39396299,2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,1,,8,whenever i can share,4,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,2,4,13,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,value addition,monthly,neighbours and farmers,6,7,-2,-2,-2,-2,-2,-2,-2,,2,,,,,,,,-0.522808133,30.39396299
77,23992272,-0.638509605,30.22352525,1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,,6,,-1,,5,,5,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,7,,-1,,4,13,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,how to effectively grow coffee,quarterly,"neighbours, friends, family and farmers",6,7,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,,-0.638509605,30.22352525
78,23992273,-0.638460322,30.2236106,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,none,7,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,3,13,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,the amount of space or distance that should be left between coffee trees,monthly,friends and farmers,6,7,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,3,4,,-0.638460322,30.2236106
79,23992274,-0.638345215,30.22353074,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,,6,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,3,2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,maintaining soil fertility,quartely,farmers,6,7,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,2,2,,-0.638345215,30.22353074
80,23992275,-0.649505169,30.19370143,2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,,5,,-1,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,3,4,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,how to make a work plan,daily,farmers,1,2,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,4,-0.649505169,30.19370143
81,23992276,-0.649521233,30.19408987,4,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,7,,-1,,7,,7,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,3,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,how to carryout mulching,monthly,farmers and youth,1,2,6,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,3,3,,-0.649521233,30.19408987
82,23992277,-0.649533484,30.19390387,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,,1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,12,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,1,-2,-2,,4,3,,-0.649533484,30.19390387
83,23992278,-0.64951839,30.19407195,4,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,7,,-1,,5,,5,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,1,-2,-2,,3,4,,-0.64951839,30.19407195
84,23992279,-0.596527929,30.10841778,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,,7,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,13,2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2,,,,,,,,-0.596527929,30.10841778
85,23992281,-0.59790615,30.10930576,4,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,6,,-1,,-1,,7,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,improving the quality of coffee,quartely,farmers,1,6,7,-2,-2,-2,-2,-2,-2,,2,,,,,,,,-0.59790615,30.10930576
86,23992282,-0.600084885,30.10891844,2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,6,,-1,,-1,,5,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,the importance of mulching,monthly,friends and farmers,1,7,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,4,4,4,-1,-1
87,23992283,-0.601014683,30.1133002,3,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,5,,-1,,-1,,5,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,bee keeping,twice in 3 months,people interested in bee keeping,1,-2,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,3,3,,-0.601014683,30.1133002
88,23992284,-0.60930884,30.1177576,4,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,5,,-1,,-1,,5,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,1,-2,-2,,3,3,,-0.60930884,30.11775759
89,23992285,-0.609234011,30.11729948,4,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,7,,-1,,-1,,7,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,2,,,,,,,,-0.609234011,30.11729948
90,23992286,-0.618380293,30.05599078,3,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,6,,-1,,-1,,5,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,3,,water management,once in two months,"farmers, friends and family",1,6,-2,-2,-2,-2,-2,-2,-2,,1,1,-2,-2,,3,3,,-0.618380293,30.05599078
91,23992287,-0.625706196,30.05527242,3,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,,7,,-1,,-1,,5,,5,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,-1,,4,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-1,1,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,1,1,-2,-2,,4,4,,-0.625706196,30.05527242
